id,url,caption
64,https://raw.githubusercontent.com/milindkulgod/image/master/64.jpg,"['a', 'man', 'holding', 'a', 'bat']"
65,https://raw.githubusercontent.com/milindkulgod/image/master/65.jpg,"['a', 'boat', 'is', 'sitting', 'on', 'the', 'water']"
66,https://raw.githubusercontent.com/milindkulgod/image/master/66.jpg,"['a', 'cart', 'with', 'a', 'horse', 'in', 'a', 'field']"
67,https://raw.githubusercontent.com/milindkulgod/image/master/67.jpg,"['a', 'dog', 'is', 'sniffing', 'a', 'collar', 'lying', 'in', 'a', 'cloudy', 'day']"
68,https://raw.githubusercontent.com/milindkulgod/image/master/68.jpg,"['a', 'woman', 'holding', 'a', 'phone']"
69,https://raw.githubusercontent.com/milindkulgod/image/master/69.jpg,"['a', 'bunch', 'of', 'people', 'laying', 'on', 'the', 'beach', 'shoreline']"
70,https://raw.githubusercontent.com/milindkulgod/image/master/70.jpg,"['a', 'man', 'sits', 'on', 'a', 'snowboard']"
71,https://raw.githubusercontent.com/milindkulgod/image/master/71.jpg,"['a', 'skate', 'board', 'catching', 'a', 'skateboard']"
72,https://raw.githubusercontent.com/milindkulgod/image/master/72.jpg,"['a', 'group', 'of', 'bears', 'sitting', 'on', 'the', 'water']"
73,https://raw.githubusercontent.com/milindkulgod/image/master/73.jpg,"['a', 'small', 'boy', 'chewing', 'on', 'a', 'dog', 'nearby']"
74,https://raw.githubusercontent.com/milindkulgod/image/master/74.jpg,"['a', 'man', 'on', 'a', 'suitcase', 'on', 'the', 'beach']"
75,https://raw.githubusercontent.com/milindkulgod/image/master/75.jpg,"['a', 'small', 'dog', 'is', 'sniffing', 'a', 'white', 'snow']"
76,https://raw.githubusercontent.com/milindkulgod/image/master/76.jpg,"['a', 'guy', 'in', 'a', 'teddy', 'bear']"
77,https://raw.githubusercontent.com/milindkulgod/image/master/77.jpg,"['a', 'young', 'person', 'wearing', 'a', 'red', 'tie']"
78,https://raw.githubusercontent.com/milindkulgod/image/master/78.jpg,"['a', 'young', 'boy', 'is', 'holding', 'a', 'baseball', 'cap', 'is', 'holding', 'a', 'fish']"
79,https://raw.githubusercontent.com/milindkulgod/image/master/79.jpg,"['a', 'person', 'holding', 'her', 'balance', 'as', 'a', 'tennis', 'ball']"
80,https://raw.githubusercontent.com/milindkulgod/image/master/80.jpg,"['a', 'small', 'model', 'sheep', 'gathered', 'together', 'in', 'a', 'glass']"
81,https://raw.githubusercontent.com/milindkulgod/image/master/81.jpg,"['a', 'man', 'throws', 'a', 'frisbee', 'in', 'the', 'water']"
82,https://raw.githubusercontent.com/milindkulgod/image/master/82.jpg,"['a', 'baby', 'holding', 'a', 'baby', 'in', 'a', 'red', 'chair']"
83,https://raw.githubusercontent.com/milindkulgod/image/master/83.jpg,"['a', 'group', 'of', 'people', 'standing', 'in', 'the', 'snow']"
84,https://raw.githubusercontent.com/milindkulgod/image/master/84.jpg,"['a', 'teddy', 'bear', 'is', 'holding', 'a', 'trick']"
85,https://raw.githubusercontent.com/milindkulgod/image/master/85.jpg,"['a', 'woman', 'with', 'a', 'suitcase', 'and', 'holds', 'a', 'cell', 'phone']"
86,https://raw.githubusercontent.com/milindkulgod/image/master/86.jpg,"['a', 'dog', 'is', 'standing', 'next', 'to', 'a', 'dog']"
87,https://raw.githubusercontent.com/milindkulgod/image/master/87.jpg,"['a', 'man', 'is', 'standing', 'by', 'a', 'bunch', 'of', 'people', 'in', 'a', 'room']"
88,https://raw.githubusercontent.com/milindkulgod/image/master/88.jpg,"['a', 'man', 'riding', 'a', 'bike']"
89,https://raw.githubusercontent.com/milindkulgod/image/master/89.jpg,"['a', 'man', 'on', 'a', 'red', 'shirt', 'is', 'flying', 'a', 'surf', 'board']"
90,https://raw.githubusercontent.com/milindkulgod/image/master/90.jpg,"['a', 'woman', 'holding', 'a', 'skateboard', 'on', 'a', 'slab']"
91,https://raw.githubusercontent.com/milindkulgod/image/master/91.jpg,"['a', 'dog', 'is', 'standing', 'on', 'the', 'water']"
92,https://raw.githubusercontent.com/milindkulgod/image/master/92.jpg,"['a', 'couple', 'sits', 'on', 'snow', 'covered', 'bench']"
93,https://raw.githubusercontent.com/milindkulgod/image/master/93.jpg,"['a', 'group', 'of', 'people', 'standing', 'in', 'a', 'surfboard']"
94,https://raw.githubusercontent.com/milindkulgod/image/master/94.jpg,"['a', 'young', 'boy', 'wearing', 'a', 'red', 'vest']"
95,https://raw.githubusercontent.com/milindkulgod/image/master/95.jpg,"['a', 'man', 'holding', 'a', 'baseball', 'cap', 'holding', 'a', 'baseball', 'bat']"
96,https://raw.githubusercontent.com/milindkulgod/image/master/96.jpg,"['a', 'young', 'person', 'on', 'skis', 'on', 'a', 'snowy', 'surface']"
97,https://raw.githubusercontent.com/milindkulgod/image/master/97.jpg,"['a', 'dog', 'that', 'is', 'sitting', 'on', 'top', 'of', 'a', 'forest']"
98,https://raw.githubusercontent.com/milindkulgod/image/master/98.jpg,"['a', 'young', 'child', 'focus', 'on', 'a', 'table']"
99,https://raw.githubusercontent.com/milindkulgod/image/master/99.jpg,"['a', 'man', 'is', 'holding', 'a', 'slice', 'of', 'hair', 'brushing', 'her', 'teeth']"
100,https://raw.githubusercontent.com/milindkulgod/image/master/100.jpg,"['a', 'small', 'son', 'brushing', 'his', 'teeth']"
101,https://raw.githubusercontent.com/milindkulgod/image/master/101.jpg,"['a', 'dog', 'is', 'sniffing', 'a', 'frisbee']"
102,https://raw.githubusercontent.com/milindkulgod/image/master/102.jpg,"['a', 'young', 'boy', 'standing', 'in', 'the', 'water']"
103,https://raw.githubusercontent.com/milindkulgod/image/master/103.jpg,"['a', 'dog', 'catching', 'a', 'frisbee']"
104,https://raw.githubusercontent.com/milindkulgod/image/master/104.jpg,"['a', 'boy', 'in', 'a', 'baseball', 'bat']"
105,https://raw.githubusercontent.com/milindkulgod/image/master/105.jpg,"['a', 'boy', 'holding', 'a', 'baby', 'outside', 'on', 'a', 'window']"
106,https://raw.githubusercontent.com/milindkulgod/image/master/106.jpg,"['a', 'white', 'sheep', 'standing', 'on', 'a', 'snowy', 'hill']"
107,https://raw.githubusercontent.com/milindkulgod/image/master/107.jpg,"['a', 'black', 'and', 'white', 'cats', 'in', 'the', 'snow']"
108,https://raw.githubusercontent.com/milindkulgod/image/master/108.jpg,"['a', 'black', 'haired', 'grey', 'dog', 'nose', 'stands', 'in', 'the', 'water']"
109,https://raw.githubusercontent.com/milindkulgod/image/master/109.jpg,"['a', 'man', 'standing', 'on', 'the', 'beach', 'next', 'to', 'the', 'ocean']"
110,https://raw.githubusercontent.com/milindkulgod/image/master/110.jpg,"['a', 'man', 'riding', 'a', 'skate', 'board', 'in', 'the', 'water']"
111,https://raw.githubusercontent.com/milindkulgod/image/master/111.jpg,"['a', 'boy', 'and', 'a', 'kite']"
112,https://raw.githubusercontent.com/milindkulgod/image/master/112.jpg,"['a', 'white', 'dog', 'is', 'standing', 'next', 'to', 'each', 'other']"
113,https://raw.githubusercontent.com/milindkulgod/image/master/113.jpg,"['a', 'woman', 'in', 'a', 'red', 'jacket', 'and', 'snow', 'as', 'a', 'green', 'and'', 'snow']"
114,https://raw.githubusercontent.com/milindkulgod/image/master/114.jpg,"['a', 'dog', 'is', 'sniffing', 'a', 'dog', 'toy']"
115,https://raw.githubusercontent.com/milindkulgod/image/master/115.jpg,"['a', 'small', 'desk', 'with', 'a', 'long', 'glass', 'door', 'is', 'standing', 'in', 'a', 'bathroom', 'mirror']"
116,https://raw.githubusercontent.com/milindkulgod/image/master/116.jpg,"['boat', 'docked', 'next', 'to', 'a', 'bridge']"
117,https://raw.githubusercontent.com/milindkulgod/image/master/117.jpg,"['a', 'man', 'walks', 'on', 'the', 'beach']"
118,https://raw.githubusercontent.com/milindkulgod/image/master/118.jpg,"['a', 'little', 'girl', 'in', 'a', 'baseball', 'bat']"
119,https://raw.githubusercontent.com/milindkulgod/image/master/119.jpg,"['a', 'small', 'dog', 'is', 'tied', 'to', 'each', 'other']"
120,https://raw.githubusercontent.com/milindkulgod/image/master/120.jpg,"['a', 'man', 'riding', 'a', 'trick']"
121,https://raw.githubusercontent.com/milindkulgod/image/master/121.jpg,"['a', 'dog', 'is', 'standing', 'in', 'the', 'snow', 'covered', 'ground']"
122,https://raw.githubusercontent.com/milindkulgod/image/master/122.jpg,"['a', 'woman', 'holding', 'a', 'kite', 'while', 'standing', 'next', 'to', 'each', 'other']"
123,https://raw.githubusercontent.com/milindkulgod/image/master/123.jpg,"['a', 'boat', 'is', 'sitting', 'up', 'a', 'boat']"
124,https://raw.githubusercontent.com/milindkulgod/image/master/124.jpg,"['a', 'blonde', 'girl', 'holding', 'a', 'picture', 'of', 'her', 'ear']"
125,https://raw.githubusercontent.com/milindkulgod/image/master/125.jpg,"['a', 'dog', 'is', 'standing', 'in', 'a', 'grassy', 'field']"
126,https://raw.githubusercontent.com/milindkulgod/image/master/126.jpg,"['a', 'woman', 'holding', 'a', 'doll', 'while', 'holding', 'a', 'teddy', 'bear']"
127,https://raw.githubusercontent.com/milindkulgod/image/master/127.jpg,"['a', 'man', 'on', 'a', 'bike', 'riding', 'a', 'dirt', 'road']"
128,https://raw.githubusercontent.com/milindkulgod/image/master/128.jpg,"['a', 'baby', 'suit', 'sitting', 'on', 'a', 'toilet', 'directly', 'at', 'a', 'bare', 'rotten', 'hand', 'touching', 'a', 'first', 'bucket']"
129,https://raw.githubusercontent.com/milindkulgod/image/master/129.jpg,"['a', 'man', 'on', 'a', 'skate', 'board']"
130,https://raw.githubusercontent.com/milindkulgod/image/master/130.jpg,"['a', 'man', 'holding', 'a', 'water', 'from', 'a', 'water']"
131,https://raw.githubusercontent.com/milindkulgod/image/master/131.jpg,"['a', 'dog', 'is', 'holding', 'a', 'dog', 'standing', 'on', 'a', 'dirt', 'road']"
132,https://raw.githubusercontent.com/milindkulgod/image/master/132.jpg,"['a', 'dog', 'is', 'sniffing', 'a', 'frisbee']"
133,https://raw.githubusercontent.com/milindkulgod/image/master/133.jpg,"['a', 'dog', 'is', 'standing', 'next', 'to', 'each', 'other']"
134,https://raw.githubusercontent.com/milindkulgod/image/master/134.jpg,"['a', 'yellow', 'truck', 'with', 'people', 'standing', 'around', 'a', 'truck']"
135,https://raw.githubusercontent.com/milindkulgod/image/master/135.jpg,"['a', 'man', 'in', 'a', 'suit', 'and', 'tie']"
136,https://raw.githubusercontent.com/milindkulgod/image/master/136.jpg,"['a', 'woman', 'sitting', 'on', 'a', 'pool']"
137,https://raw.githubusercontent.com/milindkulgod/image/master/137.jpg,"['a', 'girl', 'standing', 'in', 'a', 'room']"
138,https://raw.githubusercontent.com/milindkulgod/image/master/138.jpg,"['a', 'dog', 'is', 'sitting', 'on', 'the', 'surface']"
139,https://raw.githubusercontent.com/milindkulgod/image/master/139.jpg,"['a', 'surfer', 'riding', 'a', 'frisbee']"
140,https://raw.githubusercontent.com/milindkulgod/image/master/140.jpg,"['a', 'brown', 'cow', 'caring', 'its', 'reflection', 'in', 'the', 'grass', 'covered', 'ground']"
141,https://raw.githubusercontent.com/milindkulgod/image/master/141.jpg,"['a', 'young', 'boy', 'holding', 'a', 'suitcase']"
142,https://raw.githubusercontent.com/milindkulgod/image/master/142.jpg,"['a', 'young', 'boy', 'holding', 'a', 'skateboard', 'on', 'a', 'sidewalk']"
143,https://raw.githubusercontent.com/milindkulgod/image/master/143.jpg,"['a', 'dog', 'is', 'sniffing', 'a', 'frisbee']"
144,https://raw.githubusercontent.com/milindkulgod/image/master/144.jpg,"['a', 'fire', 'hydrant']"
145,https://raw.githubusercontent.com/milindkulgod/image/master/145.jpg,"['a', 'man', 'holding', 'a', 'pipeline', 'wave']"
146,https://raw.githubusercontent.com/milindkulgod/image/master/146.jpg,"['a', 'man', 'and', 'yellow', 'and', 'a', 'great'']"
147,https://raw.githubusercontent.com/milindkulgod/image/master/147.jpg,"['a', 'woman', 'holding', 'her', 'hair', 'with', 'a', 'surf', 'board']"
148,https://raw.githubusercontent.com/milindkulgod/image/master/148.jpg,"['goats', 'dog', 'stretches', 'past', 'horses']"
149,https://raw.githubusercontent.com/milindkulgod/image/master/149.jpg,"['a', 'little', 'girl', 'standing', 'in', 'a', 'grassy', 'area']"
150,https://raw.githubusercontent.com/milindkulgod/image/master/150.jpg,"['a', 'group', 'of', 'people', 'standing', 'around', 'her', 'audience']"
151,https://raw.githubusercontent.com/milindkulgod/image/master/151.jpg,"['a', 'boat', 'is', 'traveling', 'in', 'a', 'lake']"
152,https://raw.githubusercontent.com/milindkulgod/image/master/152.jpg,"['a', 'man', 'is', 'sitting', 'on', 'the', 'sidewalk']"
153,https://raw.githubusercontent.com/milindkulgod/image/master/153.jpg,"['a', 'black', 'and', 'white', 'dog', 'standing', 'on', 'top', 'of', 'a', 'table']"
154,https://raw.githubusercontent.com/milindkulgod/image/master/154.jpg,"['a', 'cow', 'standing', 'next', 'to', 'a', 'railing', 'in', 'a', 'field']"
155,https://raw.githubusercontent.com/milindkulgod/image/master/155.jpg,"['a', 'man', 'holds', 'a', 'bike']"
156,https://raw.githubusercontent.com/milindkulgod/image/master/156.jpg,"['a', 'reflection', 'out', 'in', 'the', 'water']"
157,https://raw.githubusercontent.com/milindkulgod/image/master/157.jpg,"['a', 'person', 'is', 'riding', 'a', 'brown', 'horse']"
158,https://raw.githubusercontent.com/milindkulgod/image/master/158.jpg,"['a', 'man', 'riding', 'a', 'beach', 'with', 'a', 'frisbee']"
159,https://raw.githubusercontent.com/milindkulgod/image/master/159.jpg,"['a', 'number', 'of', 'six', 'shot']"
160,https://raw.githubusercontent.com/milindkulgod/image/master/160.jpg,"['a', 'man', 'is', 'on', 'a', 'red', 'boat']"
161,https://raw.githubusercontent.com/milindkulgod/image/master/161.jpg,"['a', 'man', 'holds', 'a', 'city', 'street', 'with', 'a', 'parking', 'meters', 'are', 'standing', 'on', 'the', 'side', 'of', 'a', 'city']"
162,https://raw.githubusercontent.com/milindkulgod/image/master/162.jpg,"['a', 'dog', 'is', 'standing', 'next', 'to', 'play', 'tug', 'of', 'war', 'with', 'a', 'leash']"
163,https://raw.githubusercontent.com/milindkulgod/image/master/163.jpg,"['a', 'man', 'on', 'a', 'surfboard', 'is', 'swimming', 'in', 'the', 'water']"
164,https://raw.githubusercontent.com/milindkulgod/image/master/164.jpg,"['two', 'people', 'standing', 'on', 'the', 'side', 'of', 'the', 'water']"
165,https://raw.githubusercontent.com/milindkulgod/image/master/165.jpg,"['a', 'young', 'boy', 'sitting', 'at', 'a', 'table', 'eating', 'cake']"
166,https://raw.githubusercontent.com/milindkulgod/image/master/166.jpg,"['a', 'small', 'dog', 'is', 'sitting', 'next', 'to', 'a', 'laptop']"
167,https://raw.githubusercontent.com/milindkulgod/image/master/167.jpg,"['a', 'toy', 'train', 'tracks', 'that', 'are', 'parked', 'cars', 'sitting', 'along', 'the', 'shore', 'of', 'water']"
168,https://raw.githubusercontent.com/milindkulgod/image/master/168.jpg,"['a', 'group', 'of', 'people', 'standing', 'next', 'to', 'each', 'other', 'holding', 'a', 'picture', 'while', 'holding', 'their', 'dogs']"
169,https://raw.githubusercontent.com/milindkulgod/image/master/169.jpg,"['a', 'couple', 'sits', 'on', 'a', 'track']"
170,https://raw.githubusercontent.com/milindkulgod/image/master/170.jpg,"['a', 'man', 'holding', 'a', 'kite', 'on', 'the', 'water']"
171,https://raw.githubusercontent.com/milindkulgod/image/master/171.jpg,"['a', 'person', 'riding', 'a', 'turn', 'through', 'the', 'turn']"
172,https://raw.githubusercontent.com/milindkulgod/image/master/172.jpg,"['a', 'dog', 'is', 'sitting', 'in', 'the', 'couch']"
173,https://raw.githubusercontent.com/milindkulgod/image/master/173.jpg,"['a', 'boy', 'chewing', 'at', 'a', 'small', 'device']"
174,https://raw.githubusercontent.com/milindkulgod/image/master/174.jpg,"['a', 'boy', 'is', 'holding', 'a', 'bed', 'in', 'public']"
175,https://raw.githubusercontent.com/milindkulgod/image/master/175.jpg,"['a', 'dog', 'is', 'standing', 'next', 'to', 'each', 'other']"
176,https://raw.githubusercontent.com/milindkulgod/image/master/176.jpg,"['a', 'dog', 'is', 'feeding', 'a', 'dog']"
177,https://raw.githubusercontent.com/milindkulgod/image/master/177.jpg,"['a', 'man', 'standing', 'on', 'the', 'sidewalk']"
178,https://raw.githubusercontent.com/milindkulgod/image/master/178.jpg,"['a', 'white', 'dog', 'standing', 'next', 'to', 'a', 'tree']"
179,https://raw.githubusercontent.com/milindkulgod/image/master/179.jpg,"['a', 'black', 'and', 'white', 'dog', 'is', 'standing', 'in', 'the', 'background']"
180,https://raw.githubusercontent.com/milindkulgod/image/master/180.jpg,"['a', 'man', 'holding', 'a', 'tooth', 'brushes', 'his', 'teeth']"
181,https://raw.githubusercontent.com/milindkulgod/image/master/181.jpg,"['a', 'couple', 'of', 'people', 'are', 'standing', 'on', 'a', 'snow', 'covered', 'ground']"
182,https://raw.githubusercontent.com/milindkulgod/image/master/182.jpg,"['a', 'man', 'throwing', 'a', 'trick', 'on', 'a', 'court']"
183,https://raw.githubusercontent.com/milindkulgod/image/master/183.jpg,"['a', 'bunch', 'of', 'people', 'standing', 'on', 'the', 'side', 'of', 'a', 'snowy', 'trail']"
184,https://raw.githubusercontent.com/milindkulgod/image/master/184.jpg,"['a', 'dog', 'is', 'racing', 'and', 'a', 'boat']"
185,https://raw.githubusercontent.com/milindkulgod/image/master/185.jpg,"['a', 'group', 'of', 'guys', 'are', 'swimming', 'in', 'a', 'lake']"
186,https://raw.githubusercontent.com/milindkulgod/image/master/186.jpg,"['a', 'young', 'child', 'chewing', 'on', 'a', 'snowy', 'finish']"
187,https://raw.githubusercontent.com/milindkulgod/image/master/187.jpg,"['a', 'small', 'dog', 'is', 'standing', 'next', 'to', 'each', 'other']"
188,https://raw.githubusercontent.com/milindkulgod/image/master/188.jpg,"['a', 'person', 'on', 'a', 'bike', 'on', 'a', 'field']"
189,https://raw.githubusercontent.com/milindkulgod/image/master/189.jpg,"['a', 'black', 'and', 'white', 'image', 'of', 'people', 'standing', 'next', 'to', 'each', 'other']"
190,https://raw.githubusercontent.com/milindkulgod/image/master/190.jpg,"['a', 'young', 'girl', 'brushing', 'a', 'kite']"
191,https://raw.githubusercontent.com/milindkulgod/image/master/191.jpg,"['a', 'bicycle', 'is', 'sitting', 'on', 'a', 'bench', 'by', 'a', 'building']"
192,https://raw.githubusercontent.com/milindkulgod/image/master/192.jpg,"['a', 'man', 'is', 'swimming', 'in', 'the', 'water']"
193,https://raw.githubusercontent.com/milindkulgod/image/master/193.jpg,"['a', 'person', 'jumping', 'up', 'a', 'skateboard']"
